,Links
3768,https://vlr.gg/28729/reject-vs-storks-phalanx-champions-tour-japan-stage-3-challengers-2-group-b
3769,https://vlr.gg/22602/47-gaming-vs-foxy-araikordai-champions-tour-thailand-stage-3-challengers-2-main-event-ubqf
3770,https://vlr.gg/27423/five-ace-e-sports-vs-traitors-champions-tour-hong-kong-taiwan-stage-3-challengers-2-main-event
3771,https://vlr.gg/25984/fearus-vs-ego-champions-tour-vietnam-stage-3-challengers-2-main-event-lr1
3772,https://vlr.gg/28728/setouchi-enlife-vs-insomnia-champions-tour-japan-stage-3-challengers-2-group-b
3773,https://vlr.gg/28561/alter-ego-vs-team-executioners-champions-tour-indonesia-stage-3-challengers-2-main-event-qf
3774,https://vlr.gg/22601/need-sponsor-vs-z11-champions-tour-thailand-stage-3-challengers-2-main-event-ubqf
3775,https://vlr.gg/27422/horse-victory-vs-clutch-jeans-champions-tour-hong-kong-taiwan-stage-3-challengers-2-main-event
3776,https://vlr.gg/25992/todak-vs-louvre-champions-tour-malaysia-singapore-stage-3-challengers-2-main-event-ubqf
3777,https://vlr.gg/28886/ucfc-esports-vs-sv-empire-champions-tour-philippines-stage-3-challengers-2-main-event-qf
3778,https://vlr.gg/25983/yamagan-vs-tiamat-champions-tour-vietnam-stage-3-challengers-2-main-event-lr1
3779,https://vlr.gg/27302/gochugaru-vs-alpha-six-gaming-champions-tour-korea-stage-3-challengers-group-stage-main-openi
3780,https://vlr.gg/27421/water-vs-cbt-gaming-champions-tour-hong-kong-taiwan-stage-3-challengers-2-main-event-qf
3781,https://vlr.gg/28727/reject-vs-insomnia-champions-tour-japan-stage-3-challengers-2-group-b
3782,https://vlr.gg/25991/uwu-vs-timing-monster-gaming-champions-tour-malaysia-singapore-stage-3-challengers-2-main-even
3783,https://vlr.gg/28560/bigetron-astro-vs-rex-regum-qeon-champions-tour-indonesia-stage-3-challengers-2-main-event-qf
3784,https://vlr.gg/28885/south-built-esports-vs-alpha-esports-pro-champions-tour-philippines-stage-3-challengers-2-main-e
3785,https://vlr.gg/27297/world-game-star-vs-unknown-champions-tour-korea-stage-3-challengers-group-stage-main-opening
3786,https://vlr.gg/27420/griffin-e-sports-vs-ymg-champions-tour-hong-kong-taiwan-stage-3-challengers-2-main-event-qf
3787,https://vlr.gg/28726/setouchi-enlife-vs-storks-phalanx-champions-tour-japan-stage-3-challengers-2-group-b
3788,https://vlr.gg/25990/underank-vs-kingsmen-champions-tour-malaysia-singapore-stage-3-challengers-2-main-event-ubqf
3789,https://vlr.gg/28884/galaxy-racer-vs-se-atlas-champions-tour-philippines-stage-3-challengers-2-main-event-qf
3790,https://vlr.gg/28725/storks-phalanx-vs-insomnia-champions-tour-japan-stage-3-challengers-2-group-b
3791,https://vlr.gg/25989/paper-rex-vs-team-smg-champions-tour-malaysia-singapore-stage-3-challengers-2-main-event-ubqf
3792,https://vlr.gg/28724/setouchi-enlife-vs-reject-champions-tour-japan-stage-3-challengers-2-group-b
3793,https://vlr.gg/28288/brimstone-gaming-vs-cloud9-white-champions-tour-north-america-stage-3-challengers-2-qualifier
3794,https://vlr.gg/28295/andbox-vs-organic-gamers-champions-tour-north-america-stage-3-challengers-2-qualifier-ro64
3795,https://vlr.gg/28299/t1-vs-taipan-esports-champions-tour-north-america-stage-3-challengers-2-qualifier-ro64
3796,https://vlr.gg/28305/built-by-gamers-vs-carpe-noctem-champions-tour-north-america-stage-3-challengers-2-qualifier-ro6
3797,https://vlr.gg/28307/cloud9-blue-vs-east-hill-champions-tour-north-america-stage-3-challengers-2-qualifier-ro64
3798,https://vlr.gg/28309/complexity-vs-karma-champions-tour-north-america-stage-3-challengers-2-qualifier-ro64
3799,https://vlr.gg/28311/luminosity-vs-hysteria-champions-tour-north-america-stage-3-challengers-2-qualifier-ro64
3800,https://vlr.gg/28313/nrg-esports-vs-rock-bottom-champions-tour-north-america-stage-3-challengers-2-qualifier-ro64
3801,https://vlr.gg/28285/ez5-vs-whats-going-on-champions-tour-north-america-stage-3-challengers-2-qualifier-ro64
3802,https://vlr.gg/28301/renegades-vs-shopify-rebellion-champions-tour-north-america-stage-3-challengers-2-qualifier-ro64
3803,https://vlr.gg/28289/immortals-vs-illuzion-black-champions-tour-north-america-stage-3-challengers-2-qualifier-ro64
3804,https://vlr.gg/28287/faze-clan-vs-slime-slats-champions-tour-north-america-stage-3-challengers-2-qualifier-ro64
3805,https://vlr.gg/28297/tsm-vs-303-esports-champions-tour-north-america-stage-3-challengers-2-qualifier-ro64
3806,https://vlr.gg/27680/kaos-latin-gamers-vs-motion-team-champions-tour-latam-stage-3-challengers-2-ubsf
3807,https://vlr.gg/28219/soniqs-vs-method2madness-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3808,https://vlr.gg/28224/whats-going-on-vs-damn-i-love-fwogs-champions-tour-north-america-stage-3-challengers-2-qualifie
3809,https://vlr.gg/28225/ghost-gaming-vs-white-lotus-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3810,https://vlr.gg/28230/cloud9-white-vs-evolved-gamers-champions-tour-north-america-stage-3-challengers-2-qualifier-ro1
3811,https://vlr.gg/28231/immortals-vs-lobster-car-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3812,https://vlr.gg/28235/darkzero-esports-vs-psistorm-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3813,https://vlr.gg/28239/knights-vs-anime-aimers-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3814,https://vlr.gg/28243/andbox-vs-swaygg-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3815,https://vlr.gg/28247/tsm-vs-team-mystic-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3816,https://vlr.gg/28251/t1-vs-spectral-esports-purple-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3817,https://vlr.gg/28255/renegades-vs-waifu-warriors-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3818,https://vlr.gg/28259/virtuoso-vs-double-vision-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3819,https://vlr.gg/28263/built-by-gamers-vs-hoax-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3820,https://vlr.gg/28267/cloud9-blue-vs-celestial-violet-champions-tour-north-america-stage-3-challengers-2-qualifier-ro1
3821,https://vlr.gg/28271/complexity-vs-carnos-arks-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3822,https://vlr.gg/28273/evil-geniuses-vs-team-volpid-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3823,https://vlr.gg/28279/nrg-esports-vs-magma-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3824,https://vlr.gg/28227/faze-clan-vs-pepecool-champions-tour-north-america-stage-3-challengers-2-qualifier-ro128
3825,https://vlr.gg/28193/ninjas-in-pyjamas-vs-team-heretics-champions-tour-europe-stage-3-challengers-2-uro16
3826,https://vlr.gg/28194/tenstar-vs-19esports-champions-tour-europe-stage-3-challengers-2-uro16
3827,https://vlr.gg/27679/9z-team-vs-cruzados-esports-champions-tour-latam-stage-3-challengers-2-ubsf
3828,https://vlr.gg/28192/team-finest-vs-mtp-esport-champions-tour-europe-stage-3-challengers-2-uro16
3829,https://vlr.gg/28196/big-vs-giants-gaming-champions-tour-europe-stage-3-challengers-2-uro16
3830,https://vlr.gg/28197/team-vitality-vs-wild-multigaming-champions-tour-europe-stage-3-challengers-2-uro16
3831,https://vlr.gg/28198/bk-rog-esports-vs-vexed-gaming-champions-tour-europe-stage-3-challengers-2-uro16
3832,https://vlr.gg/28195/wave-esports-vs-team-queso-champions-tour-europe-stage-3-challengers-2-uro16
3833,https://vlr.gg/28199/alliance-vs-cream-real-betis-champions-tour-europe-stage-3-challengers-2-uro16
3834,https://vlr.gg/28464/anyway-vs-tyeasy-champions-tour-cis-stage-3-challengers-2-uqf
3835,https://vlr.gg/28466/archigokill-vs-gmt-esports-champions-tour-cis-stage-3-challengers-2-uqf
3836,https://vlr.gg/28574/rare-esports-vs-unknownpros-champions-tour-turkey-stage-3-challengers-2-uro16
3837,https://vlr.gg/28577/galakticos-vs-digital-athletics-champions-tour-turkey-stage-3-challengers-2-uro16
3838,https://vlr.gg/28580/zero-zone-vs-besiktas-esports-champions-tour-turkey-stage-3-challengers-2-uro16
3839,https://vlr.gg/28184/og-vs-mtp-esport-champions-tour-europe-stage-3-challengers-2-ro16
3840,https://vlr.gg/28185/bref-vs-team-heretics-champions-tour-europe-stage-3-challengers-2-ro16
3841,https://vlr.gg/28187/team-queso-vs-farmers-champions-tour-europe-stage-3-challengers-2-ro16
3842,https://vlr.gg/28189/ivy-vs-wild-multigaming-champions-tour-europe-stage-3-challengers-2-ro16
3843,https://vlr.gg/28191/cream-real-betis-vs-ucam-esports-club-champions-tour-europe-stage-3-challengers-2-ro16
3844,https://vlr.gg/28186/19esports-vs-reject-champions-tour-europe-stage-3-challengers-2-ro16
3845,https://vlr.gg/28188/giants-gaming-vs-rugrats-champions-tour-europe-stage-3-challengers-2-ro16
3846,https://vlr.gg/28190/vexed-gaming-vs-unjobbed-champions-tour-europe-stage-3-challengers-2-ro16
3847,https://vlr.gg/28458/tyeasy-vs-deja-vu-champions-tour-cis-stage-3-challengers-2-uro16
3848,https://vlr.gg/28461/divinity-vs-archigokill-champions-tour-cis-stage-3-challengers-2-uro16
3849,https://vlr.gg/28676/kafalar-esports-vs-saplak-champions-tour-turkey-stage-3-challengers-2-ro16
3850,https://vlr.gg/28677/unknownpros-vs-unique-champions-tour-turkey-stage-3-challengers-2-ro16
3851,https://vlr.gg/28680/kastiralis-vs-digital-athletics-champions-tour-turkey-stage-3-challengers-2-ro16
3852,https://vlr.gg/25978/ego-vs-cerberus-esports-champions-tour-vietnam-stage-3-challengers-2-main-event-ubqf
3853,https://vlr.gg/22600/full-sense-vs-fw-esports-champions-tour-thailand-stage-3-challengers-2-main-event-ubsf
3854,https://vlr.gg/25977/fearus-vs-kantic-gaming-champions-tour-vietnam-stage-3-challengers-2-main-event-ubqf
3855,https://vlr.gg/22599/fw-esports-vs-abovecloud-champions-tour-thailand-stage-3-challengers-2-main-event-ubqf
3856,https://vlr.gg/28723/feeling-vs-fennel-champions-tour-japan-stage-3-challengers-2-group-a
3857,https://vlr.gg/25976/tiamat-vs-divisionx-gaming-champions-tour-vietnam-stage-3-challengers-2-main-event-ubqf
3858,https://vlr.gg/28722/icicle-conflict-vs-gaming-team-selector-champions-tour-japan-stage-3-challengers-2-group-a
3859,https://vlr.gg/22598/full-sense-vs-wicket-berg-champions-tour-thailand-stage-3-challengers-2-main-event-ubqf
3860,https://vlr.gg/25975/yamagan-vs-fancy-united-esports-champions-tour-vietnam-stage-3-challengers-2-main-event-ubqf
3861,https://vlr.gg/27292/gongo-prince-vs-mujig-100su-champions-tour-korea-stage-3-challengers-group-stage-main-opening
3862,https://vlr.gg/28721/feeling-vs-gaming-team-selector-champions-tour-japan-stage-3-challengers-2-group-a
3863,https://vlr.gg/28720/icicle-conflict-vs-fennel-champions-tour-japan-stage-3-challengers-2-group-a
3864,https://vlr.gg/27287/damwon-gaming-vs-ryu-gaming-champions-tour-korea-stage-3-challengers-group-stage-main-openin
3865,https://vlr.gg/28719/fennel-vs-gaming-team-selector-champions-tour-japan-stage-3-challengers-2-group-a
3866,https://vlr.gg/28718/icicle-conflict-vs-feeling-champions-tour-japan-stage-3-challengers-2-group-a
3867,https://vlr.gg/27678/meta-gaming-vs-velox-champions-tour-latam-stage-3-challengers-2-lr1
3868,https://vlr.gg/28169/les-zinzins-de-lespace-vs-mtp-esport-champions-tour-europe-stage-3-challengers-2-ro32
3869,https://vlr.gg/27677/movistar-optix-vs-furious-gaming-champions-tour-latam-stage-3-challengers-2-lr1
3870,https://vlr.gg/28176/giants-gaming-vs-winfinity-champions-tour-europe-stage-3-challengers-2-ro32
3871,https://vlr.gg/28179/heet-vs-wild-multigaming-champions-tour-europe-stage-3-challengers-2-ro32
3872,https://vlr.gg/28168/team-sampi-vs-og-champions-tour-europe-stage-3-challengers-2-ro32
3873,https://vlr.gg/28171/team-heretics-vs-nopoaching-champions-tour-europe-stage-3-challengers-2-ro32
3874,https://vlr.gg/28173/dream-team-vs-reject-champions-tour-europe-stage-3-challengers-2-ro32
3875,https://vlr.gg/28174/team-queso-vs-yendez-champions-tour-europe-stage-3-challengers-2-ro32
3876,https://vlr.gg/28182/cream-real-betis-vs-ftw-esports-champions-tour-europe-stage-3-challengers-2-ro32
3877,https://vlr.gg/28170/bref-vs-megastitut-champions-tour-europe-stage-3-challengers-2-ro32
3878,https://vlr.gg/28172/19esports-vs-bonsoir-champions-tour-europe-stage-3-challengers-2-ro32
3879,https://vlr.gg/28178/ivy-vs-axibyte-esports-champions-tour-europe-stage-3-challengers-2-ro32
3880,https://vlr.gg/28137/shiny-vs-og-champions-tour-europe-stage-3-challengers-2-ro64
3881,https://vlr.gg/28141/megastitut-vs-dark-tigers-champions-tour-europe-stage-3-challengers-2-ro64
3882,https://vlr.gg/28142/team-heretics-vs-pact-champions-tour-europe-stage-3-challengers-2-ro64
3883,https://vlr.gg/28144/19esports-vs-superior-champions-tour-europe-stage-3-challengers-2-ro64
3884,https://vlr.gg/28147/reject-vs-vacuumers-champions-tour-europe-stage-3-challengers-2-ro64
3885,https://vlr.gg/28152/giants-gaming-vs-average-joes-champions-tour-europe-stage-3-challengers-2-ro64
3886,https://vlr.gg/28158/heet-vs-ldn-utd-champions-tour-europe-stage-3-challengers-2-ro64
3887,https://vlr.gg/28164/cream-real-betis-vs-area-champions-tour-europe-stage-3-challengers-2-ro64
3888,https://vlr.gg/28143/esuba-vs-nopoaching-champions-tour-europe-stage-3-challengers-2-ro64
3889,https://vlr.gg/28156/ivy-vs-ovation-esports-champions-tour-europe-stage-3-challengers-2-ro64
3890,https://vlr.gg/28163/unjobbed-vs-swag-silicone-champions-tour-europe-stage-3-challengers-2-ro64
3891,https://vlr.gg/28440/trying-to-win-vs-moscow-five-jr-champions-tour-cis-stage-3-challengers-2-ro32
3892,https://vlr.gg/28628/kafalar-esports-vs-justsoldiers-champions-tour-turkey-stage-3-challengers-2-ro64
3893,https://vlr.gg/28633/cousins-vs-cyber-skull-esports-champions-tour-turkey-stage-3-challengers-2-ro64
3894,https://vlr.gg/28646/we-raise-blame-vs-digital-athletics-champions-tour-turkey-stage-3-challengers-2-ro64
3895,https://vlr.gg/27676/motion-team-vs-velox-champions-tour-latam-stage-3-challengers-2-ubqf
3896,https://vlr.gg/27675/kaos-latin-gamers-vs-meta-gaming-champions-tour-latam-stage-3-challengers-2-ubqf
3897,https://vlr.gg/27674/furious-gaming-vs-cruzados-esports-champions-tour-latam-stage-3-challengers-2-ubqf
3898,https://vlr.gg/28112/ivy-vs-endavant-champions-tour-europe-stage-3-challengers-2-ro128
3899,https://vlr.gg/28120/vexed-gaming-vs-ownage-champions-tour-europe-stage-3-challengers-2-ro128
3900,https://vlr.gg/28132/saw-vs-souldazz-champions-tour-europe-stage-3-challengers-2-ro128
3901,https://vlr.gg/27673/9z-team-vs-movistar-optix-champions-tour-latam-stage-3-challengers-2-ubqf
3902,https://vlr.gg/28084/team-heretics-vs-freya-champions-tour-europe-stage-3-challengers-2-ro128
3903,https://vlr.gg/28116/heet-vs-wieca-champions-tour-europe-stage-3-challengers-2-ro128
3904,https://vlr.gg/28087/ayaya-vs-nopoaching-champions-tour-europe-stage-3-challengers-2-ro128
3905,https://vlr.gg/28126/unjobbed-vs-excel-champions-tour-europe-stage-3-challengers-2-ro128
3906,https://vlr.gg/28085/chakalaka-vs-pact-champions-tour-europe-stage-3-challengers-2-ro128
3907,https://vlr.gg/28088/19esports-vs-nebulaa-champions-tour-europe-stage-3-challengers-2-ro128
3908,https://vlr.gg/28104/giants-gaming-vs-atravs-champions-tour-europe-stage-3-challengers-2-ro128
3909,https://vlr.gg/28075/gydom-galva-vs-og-champions-tour-europe-stage-3-challengers-2-ro128
3910,https://vlr.gg/27962/on-vient-cs-vs-rix-gg-lightning-champions-tour-europe-stage-3-challengers-2-ro256
3911,https://vlr.gg/28053/edge-vs-excel-champions-tour-europe-stage-3-challengers-2-ro256
3912,https://vlr.gg/27950/young-supremacy-vs-og-champions-tour-europe-stage-3-challengers-2-ro256
3913,https://vlr.gg/27968/freya-vs-the-goose-house-lunar-champions-tour-europe-stage-3-challengers-2-ro256
3914,https://vlr.gg/26914/ingaming-vs-slick-champions-tour-brazil-stage-3-challengers-2-elim-b
3915,https://vlr.gg/26913/team-vikings-vs-furia-champions-tour-brazil-stage-3-challengers-2-elim-a
3916,https://vlr.gg/27286/f4q-vs-noble-experience-champions-tour-korea-stage-3-challengers-group-stage-main-opening-a
3917,https://vlr.gg/27296/vision-strikers-vs-goma-champions-tour-korea-stage-3-challengers-group-stage-main-opening-c
3918,https://vlr.gg/26912/sharks-esports-vs-slick-champions-tour-brazil-stage-3-challengers-2-opening-b
3919,https://vlr.gg/26911/gamelanders-blue-vs-ingaming-champions-tour-brazil-stage-3-challengers-2-opening-b
3920,https://vlr.gg/26910/furia-vs-noorg2-0-champions-tour-brazil-stage-3-challengers-2-opening-a
3921,https://vlr.gg/26909/team-vikings-vs-stars-horizon-champions-tour-brazil-stage-3-challengers-2-opening-a
3922,https://vlr.gg/27187/feeling-vs-scarz-champions-tour-japan-stage-3-challengers-2-ro8
3923,https://vlr.gg/27186/reject-vs-first-gaming-champions-tour-japan-stage-3-challengers-2-ro8
3924,https://vlr.gg/27185/fennel-vs-fav-gaming-champions-tour-japan-stage-3-challengers-2-ro8
3925,https://vlr.gg/27184/insomnia-vs-hexad-champions-tour-japan-stage-3-challengers-2-ro8
3926,https://vlr.gg/27291/tnl-esports-vs-klaus-champions-tour-korea-stage-3-challengers-group-stage-main-opening-b
3927,https://vlr.gg/27183/scarz-vs-shikoukouketsu-champions-tour-japan-stage-3-challengers-2-group-h
3928,https://vlr.gg/27182/reject-vs-geko-geko-champions-tour-japan-stage-3-challengers-2-group-e
3929,https://vlr.gg/27181/fennel-vs-no-country-champions-tour-japan-stage-3-challengers-2-group-c
3930,https://vlr.gg/27301/nuturn-vs-dfr-champions-tour-korea-stage-3-challengers-group-stage-main-opening-d
3931,https://vlr.gg/27180/brace-lam-vs-hexad-champions-tour-japan-stage-3-challengers-2-group-b
3932,https://vlr.gg/25761/vision-strikers-vs-gochugaru-champions-tour-korea-stage-3-challengers-group-stage-seed-quarte
3933,https://vlr.gg/25760/gongo-prince-vs-f4q-champions-tour-korea-stage-3-challengers-group-stage-seed-quarter-finals
3934,https://vlr.gg/27033/ronin-team-vs-velox-champions-tour-latam-stage-3-challengers-2-qf
3935,https://vlr.gg/27030/meta-gaming-vs-malvinas-gaming-champions-tour-latam-stage-3-challengers-2-qf
3936,https://vlr.gg/27031/movistar-optix-vs-leviat-n-esports-champions-tour-latam-stage-3-challengers-2-qf
3937,https://vlr.gg/27032/cruzados-esports-vs-legion-de-reconocimiento-champions-tour-latam-stage-3-challengers-2-qf
3938,https://vlr.gg/25759/world-game-star-vs-nuturn-champions-tour-korea-stage-3-challengers-group-stage-seed-quarter-f
3939,https://vlr.gg/25758/tnl-esports-vs-damwon-gaming-champions-tour-korea-stage-3-challengers-group-stage-seed-quarte
3940,https://vlr.gg/26724/noorg2-0-vs-jujutsu-champions-tour-brazil-stage-3-challengers-2-ro16
3941,https://vlr.gg/26725/highpower-vs-volei-e-peteca-champions-tour-brazil-stage-3-challengers-2-ro16
3942,https://vlr.gg/26729/givenchy-paris-vs-endgame-champions-tour-brazil-stage-3-challengers-2-ro16
3943,https://vlr.gg/24474/sharks-esports-vs-noorg2-0-champions-tour-brazil-stage-3-challengers-1-decider-b
3944,https://vlr.gg/24170/infinity-esports-vs-lazer-champions-tour-latam-stage-3-challengers-1-lbf
3945,https://vlr.gg/24469/furia-vs-slick-champions-tour-brazil-stage-3-challengers-1-decider-a
3946,https://vlr.gg/25200/xset-vs-sentinels-champions-tour-north-america-stage-3-challengers-1-gf
3947,https://vlr.gg/25728/steal-your-glory-vs-divisionx-gaming-champions-tour-vietnam-stage-3-challengers-1-main-event-gf
3948,https://vlr.gg/26098/crazy-raccoon-vs-storks-phalanx-champions-tour-japan-stage-3-challengers-1-group-b
3949,https://vlr.gg/24962/acend-vs-g2-esports-champions-tour-europe-stage-3-challengers-1-gf
3950,https://vlr.gg/25727/divisionx-gaming-vs-cerberus-esports-champions-tour-vietnam-stage-3-challengers-1-main-event-lbf
3951,https://vlr.gg/22596/full-sense-vs-x10-esports-champions-tour-thailand-stage-3-challengers-1-main-event-gf
3952,https://vlr.gg/26097/blackbird-ignis-vs-gaming-team-selector-champions-tour-japan-stage-3-challengers-1-group-b
3953,https://vlr.gg/25489/gochugaru-vs-ryu-gaming-champions-tour-korea-stage-3-challengers-group-stage-seed-round-of-1
3954,https://vlr.gg/26028/onic-esports-vs-bigetron-astro-champions-tour-indonesia-stage-3-challengers-1-main-event-gf
3955,https://vlr.gg/26096/crazy-raccoon-vs-gaming-team-selector-champions-tour-japan-stage-3-challengers-1-group-b
3956,https://vlr.gg/22595/foxy-araikordai-vs-x10-esports-champions-tour-thailand-stage-3-challengers-1-main-event-lbf
3957,https://vlr.gg/25398/bren-esports-vs-galaxy-racer-champions-tour-philippines-stage-3-challengers-1-main-event-gf
3958,https://vlr.gg/25497/boom-esports-vs-morph-impact-champions-tour-indonesia-stage-3-challengers-1-main-event-cf
3959,https://vlr.gg/26095/blackbird-ignis-vs-storks-phalanx-champions-tour-japan-stage-3-challengers-1-group-b
3960,https://vlr.gg/25488/vision-strikers-vs-mujig-100su-champions-tour-korea-stage-3-challengers-group-stage-seed-roun
3961,https://vlr.gg/25397/sv-empire-vs-zeal-esports-champions-tour-philippines-stage-3-challengers-1-main-event-cf
3962,https://vlr.gg/25524/uwu-vs-paper-rex-champions-tour-malaysia-singapore-stage-3-challengers-1-main-event-gf
3963,https://vlr.gg/26094/storks-phalanx-vs-gaming-team-selector-champions-tour-japan-stage-3-challengers-1-group-b
3964,https://vlr.gg/24472/sharks-esports-vs-gamelanders-blue-champions-tour-brazil-stage-3-challengers-1-winners-b
3965,https://vlr.gg/25530/paper-rex-vs-todak-champions-tour-malaysia-singapore-stage-3-challengers-1-main-event-lbf
3966,https://vlr.gg/26093/blackbird-ignis-vs-crazy-raccoon-champions-tour-japan-stage-3-challengers-1-group-b
3967,https://vlr.gg/25206/100-thieves-vs-sentinels-champions-tour-north-america-stage-3-challengers-1-lbf
3968,https://vlr.gg/24169/infinity-esports-vs-six-karma-champions-tour-latam-stage-3-challengers-1-ubf
3969,https://vlr.gg/25205/sentinels-vs-envy-champions-tour-north-america-stage-3-challengers-1-lr3
3970,https://vlr.gg/24168/lazer-vs-ryze-gaming-champions-tour-latam-stage-3-challengers-1-lr3
3971,https://vlr.gg/24467/team-vikings-vs-furia-champions-tour-brazil-stage-3-challengers-1-winners-a
3972,https://vlr.gg/25199/100-thieves-vs-xset-champions-tour-north-america-stage-3-challengers-1-ubf
3973,https://vlr.gg/24985/oxygen-esports-vs-supermassive-blaze-champions-tour-turkey-stage-3-challengers-1-gf
3974,https://vlr.gg/24971/gambit-esports-vs-no-pressure-champions-tour-cis-stage-3-challengers-1-gf
3975,https://vlr.gg/24961/guild-esports-vs-g2-esports-champions-tour-europe-stage-3-challengers-1-lf
3976,https://vlr.gg/22594/need-sponsor-vs-x10-esports-champions-tour-thailand-stage-3-challengers-1-main-event-lbr3
3977,https://vlr.gg/26092/zeta-division-vs-northeption-champions-tour-japan-stage-3-challengers-1-group-a
3978,https://vlr.gg/25723/ego-media-vs-ego-champions-tour-vietnam-stage-3-challengers-1-main-event-lbr2
3979,https://vlr.gg/26091/icicle-conflict-vs-setouchi-enlife-champions-tour-japan-stage-3-challengers-1-group-a
3980,https://vlr.gg/26026/boom-esports-vs-onic-esports-champions-tour-indonesia-stage-3-challengers-1-main-event-sf
3981,https://vlr.gg/22593/foxy-araikordai-vs-full-sense-champions-tour-thailand-stage-3-challengers-1-main-event-ubf
3982,https://vlr.gg/25377/cbt-gaming-vs-typhoons-champions-tour-hong-kong-taiwan-stage-3-challengers-1-main-event-sf
3983,https://vlr.gg/25487/f4q-vs-unknown-champions-tour-korea-stage-3-challengers-group-stage-seed-round-of-16
3984,https://vlr.gg/25523/paper-rex-vs-uwu-champions-tour-malaysia-singapore-stage-3-challengers-1-main-event-ubf
3985,https://vlr.gg/25395/bren-esports-vs-sv-empire-champions-tour-philippines-stage-3-challengers-1-main-event-sf
3986,https://vlr.gg/22592/x10-esports-vs-sharper-esports-champions-tour-thailand-stage-3-challengers-1-main-event-lbr2
3987,https://vlr.gg/25528/todak-vs-team-smg-champions-tour-malaysia-singapore-stage-3-challengers-1-main-event-lbr2
3988,https://vlr.gg/25724/cerberus-esports-vs-divisionx-gaming-champions-tour-vietnam-stage-3-challengers-1-main-event-ubs
3989,https://vlr.gg/26090/zeta-division-vs-setouchi-enlife-champions-tour-japan-stage-3-challengers-1-group-a
3990,https://vlr.gg/22591/renatus-vs-need-sponsor-champions-tour-thailand-stage-3-challengers-1-main-event-lbr2
3991,https://vlr.gg/25494/morph-impact-vs-vvv-champions-tour-indonesia-stage-3-challengers-1-main-event-qf
3992,https://vlr.gg/25527/kingsmen-vs-underank-champions-tour-malaysia-singapore-stage-3-challengers-1-main-event-lbr2
3993,https://vlr.gg/22590/47-gaming-vs-sharper-esports-champions-tour-thailand-stage-3-challengers-1-main-event-lbr1
3994,https://vlr.gg/25486/gongo-prince-vs-dfr-champions-tour-korea-stage-3-challengers-group-stage-seed-round-of-16
3995,https://vlr.gg/25722/steal-your-glory-vs-ego-media-champions-tour-vietnam-stage-3-challengers-1-main-event-ubsf
3996,https://vlr.gg/26089/icicle-conflict-vs-northeption-champions-tour-japan-stage-3-challengers-1-group-a
3997,https://vlr.gg/22589/need-sponsor-vs-lynx-th-champions-tour-thailand-stage-3-challengers-1-main-event-lbr1
3998,https://vlr.gg/25394/zeal-esports-vs-se-atlas-champions-tour-philippines-stage-3-challengers-1-main-event-qf
3999,https://vlr.gg/25522/todak-vs-uwu-champions-tour-malaysia-singapore-stage-3-challengers-1-main-event-ubsf
4000,https://vlr.gg/26088/northeption-vs-setouchi-enlife-champions-tour-japan-stage-3-challengers-1-group-a
4001,https://vlr.gg/25521/paper-rex-vs-kingsmen-champions-tour-malaysia-singapore-stage-3-challengers-1-main-event-ubsf
4002,https://vlr.gg/26087/icicle-conflict-vs-zeta-division-champions-tour-japan-stage-3-challengers-1-group-a
4003,https://vlr.gg/25203/sentinels-vs-pioneers-champions-tour-north-america-stage-3-challengers-1-lr2
4004,https://vlr.gg/25204/envy-vs-gen-g-champions-tour-north-america-stage-3-challengers-1-lr2
4005,https://vlr.gg/24167/pass-gaming-latam-vs-ryze-gaming-champions-tour-latam-stage-3-challengers-1-lr2
4006,https://vlr.gg/24166/akave-esports-vs-lazer-champions-tour-latam-stage-3-challengers-1-lr2
4007,https://vlr.gg/25197/100-thieves-vs-envy-champions-tour-north-america-stage-3-challengers-1-ubsf
4008,https://vlr.gg/25198/xset-vs-sentinels-champions-tour-north-america-stage-3-challengers-1-ubsf
4009,https://vlr.gg/24960/funplus-phoenix-vs-g2-esports-champions-tour-europe-stage-3-challengers-1-lr3
4010,https://vlr.gg/24955/guild-esports-vs-acend-champions-tour-europe-stage-3-challengers-1-uf
4011,https://vlr.gg/24977/no-pressure-vs-forze-champions-tour-cis-stage-3-challengers-1-lbf
4012,https://vlr.gg/24991/futbolist-vs-supermassive-blaze-champions-tour-turkey-stage-3-challengers-1-lbf
4013,https://vlr.gg/25719/divisionx-gaming-vs-ego-champions-tour-vietnam-stage-3-challengers-1-main-event-ubqf
